Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Issue,Part Number,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Gunay, T",,,,"Gunay, Taylan",,,Investigation of physical properties of base and SBS modified bitumens by rheological test methods,REVISTA DE LA CONSTRUCCION,,,English,Article,,,,,,Rheology; bitumen; polymer modification; viscoelasticity; master curves,MICROSTRUCTURE; BINDERS; MSCR; OIL,"Bitumen is modified with various modifiers to diminish the deformation occurred in flexible pavements due to traffic loads and the effects of climate. Polymer modification and more specifically Styrene-Butadiene-Styrene (SBS) copolymer modification is one of the most common methods to enhance the physical properties of bitumen. However, the polymer modified bitumens could exhibit different rheological properties compared to original bitumen. In this work, it is aimed to investigate the effects of SBS copolymer on thermorheological properties of bitumen by means of state of art test methods. To this end, a rheological program including small amplitude oscillation shear test (SAOS), construction of master curves by using time-temperature superposition (TTS) principle, determination of zero shear viscosity (ZSV) and multiple shear creep recovery tests (MSCR) were employed along with other fundamental tests. SAOS test result signifies a positive effect of SBS on the viscoelastic deformation nature of bitumen. The master curves of the complex viscosity of binders reveal that SBS modifier reduced the Newtonian flow properties of bitumen. The decrements in non-recoverable creep compliance and the increment in percent recovery signify that SBS modifier has dramatically enhanced the applicability of bitumen as a binder in flexible pavement at mid to high temperature ranges.","[Gunay, Taylan] Ege Univ, Dept Civil Engn, Izmir, Turkey",Ege University,"Gunay, T (corresponding author), Ege Univ, Dept Civil Engn, Izmir, Turkey.",taylan.gunay@ege.edu.tr,,,,,,,43,0,0,0,0,"PONTIFICIA UNIV CATOLICA CHILE, ESCUELA CONSTRUCCION CIVIL",SANTIAGO,"AV VICUNA MACKENNA 4860, SANTIAGO, 0000, CHILE",0718-915X,,,REV CONSTR,Rev. Constr.,AUG,2022,2,,,,281,294,,10.7764/RDLC.21.2.281,http://dx.doi.org/10.7764/RDLC.21.2.281,,,14,"Construction & Building Technology; Engineering, Civil",Science Citation Index Expanded (SCI-EXPANDED),Construction & Building Technology; Engineering,5L8PL,,"Green Published, hybrid",,,12/21/22,WOS:000870670600007,View Full Record in Web of Science
J,"Neto, PSGD; de Oliveira, JFL; Santos, DSD; Siqueira, HV; Marinho, MHN; Madeiro, F",,,,"de Mattos Neto, Paulo S. G.; de Oliveira, Joao F. L.; Santos Junior, Domingos S. de O.; Siqueira, Hugo Valadares; Marinho, Manoel H. N.; Madeiro, Francisco",,,An adaptive hybrid system using deep learning for wind speed forecasting,INFORMATION SCIENCES,,,English,Article,,,,,,Wind power; Wind speed; Time series forecasting; Hybrid systems; Machine learning; Neural networks,NONLINEAR COMBINATION METHOD; NEURAL-NETWORK; ENSEMBLE; PREDICTION; MODEL; ARIMA; GENERATION; ANN,"The integration of wind power with traditional electricity grids is challenging because of the volatile and intermittent nature of wind speed. Consequently, wind speed forecasting is an essential tool in the energy system because it supports economic, regulation, and operational efficiency issues decisions. The development of systems for accurate wind speed forecasting is a difficult task because it presents linear and nonlinear temporal patterns, and is differently influenced by climate and environmental variables. In this paper, we propose a method to search for the best combination of linear, nonlinear forecasts, and exogenous variables, aiming to increase the accuracy of wind speed forecasting. The proposed method performs: (i) the choice of the linear statistical model to forecast the time series; (ii) the error series modeling using a Long Short-Term Memory model; and (iii) the evolutionary search for the most suitable nonlinear combination of linear and nonlinear forecasts with exogenous variables. The proposed method is assessed using hourly and monthly time series of three stations located in northeast Brazil. The evaluation of the results using two traditional measures shows that the proposed method has a better performance than statistical techniques, Machine Learning models, and state-of-the-art hybrid systems in most series. (c) 2021 Elsevier Inc. All rights reserved.","[de Mattos Neto, Paulo S. G.; Santos Junior, Domingos S. de O.] Univ Fed Pernambuco UFPE, Ctr Informat CIn, Recife, PE, Brazil; [de Oliveira, Joao F. L.; Marinho, Manoel H. N.; Madeiro, Francisco] Univ Pernambuco, Polytech Sch Pernambuco, Recife, PE, Brazil; [Siqueira, Hugo Valadares] Univ Tecnol Fed Parana, Ponta Grossa, Parana, Brazil; [Santos Junior, Domingos S. de O.] Adv Inst Technol & Innovat IATI, Recife, PE, Brazil",Universidade Federal de Pernambuco; Universidade de Pernambuco (UPE); Pontificia Universidade Catolica do Parana; Universidade Tecnologica Federal do Parana,"Neto, PSGD (corresponding author), Univ Fed Pernambuco UFPE, Ctr Informat CIn, Recife, PE, Brazil.",,"Marinho, Manoel H. N./AAI-5423-2020; Madeiro, Francisco/B-4866-2019","Marinho, Manoel H. N./0000-0003-3129-0453; Madeiro, Francisco/0000-0002-6123-0390",,,,,50,10,10,7,20,ELSEVIER SCIENCE INC,NEW YORK,"STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA",0020-0255,1872-6291,,INFORM SCIENCES,Inf. Sci.,DEC,2021,,,,,495,514,,10.1016/j.ins.2021.09.054,http://dx.doi.org/10.1016/j.ins.2021.09.054,,21-Oct,20,"Computer Science, Information Systems",Science Citation Index Expanded (SCI-EXPANDED),Computer Science,WL2OO,,,,,12/21/22,WOS:000710251200002,View Full Record in Web of Science
J,"Wang, YD; Ghanbari, A; Underwood, BS; Kim, YR",,,,"Wang, Yizhuang David; Ghanbari, Amir; Underwood, Benjamin Shane; Kim, Youngsoo Richard",,,Development of preliminary transfer functions for performance predictions in FIexPAVE (TM),CONSTRUCTION AND BUILDING MATERIALS,,,English,Article,,,,,,Asphalt pavement; Fatigue performance; Simplified viscoelastic continuum damage (S-VECD) model; Rut depth prediction; FlexPAVE (TM); Calibration; Transfer function,,"Mechanistic-empirical design and performance-related specifications are state-of-the-art tools for designing pavements and determining incentives/disincentives for paving contracts. These methods require the reliable prediction of pavement performance throughout the pavement's design life. One such prediction program is FIexPAVE (TM), which applies three-dimensional viscoelastic finite element analysis with moving loads to calculate the pavement's mechanical responses under traffic loading and given climate data. The simplified viscoelastic continuum damage model and shift model are used to calculate the fatigue damage in the pavement's cross-section and the rut depths, respectively. With regard to fatigue damage, a fatigue transfer function is needed to convert the computed cross-sectional damaged area (i.e., the damage level) to the cracked area on the pavement surface. With regard to rut depth, a rutting transfer function is needed to calibrate the predicted rut depths. In this study, preliminary transfer functions for the predicted fatigue damage and rut depths were developed using four sets of field measurement data obtained from test sections in the United States, Canada, and South Korea that include interstate highways and an accelerated testing facility. Good agreement between the predicted performance and field observations was found after calibration of FIexPAVE (TM). (C) 2020 Elsevier Ltd. All rights reserved.","[Wang, Yizhuang David; Ghanbari, Amir; Underwood, Benjamin Shane; Kim, Youngsoo Richard] North Carolina State Univ, Dept Civil Construct & Environm Engn, Campus Box 7908, Raleigh, NC 27695 USA",University of North Carolina; North Carolina State University,"Kim, YR (corresponding author), North Carolina State Univ, Dept Civil Construct & Environm Engn, Campus Box 7908, Raleigh, NC 27695 USA.",ywang70@ncsu.edu; aghanba@ncsu.edu; shane.underwood@ncsu.edu; kim@ncsu.edu,,"Ghanbari, Amir/0000-0003-3828-8065",Federal Highway Administration [DTFH61-08-H-00005],Federal Highway Administration,"The authors would like to acknowledge the financial support from the Federal Highway Administration under the DTFH61-08-H-00005 Project. The authors would like to thank the following researchers for providing the laboratory test data: Amirhossein Norouzi, Douglas Mocelin, Behrooz Keshavarzi, Nooralhuda F. Saleh, Dahae Kim, Yeong-Tae Choi, and Andrew LaCroix.",,14,8,8,3,9,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0950-0618,1879-0526,,CONSTR BUILD MATER,Constr. Build. Mater.,10-Jan,2021,,B,,,,,121182,10.1016/j.conbuildmat.2020.121182,http://dx.doi.org/10.1016/j.conbuildmat.2020.121182,,,8,"Construction & Building Technology; Engineering, Civil; Materials Science, Multidisciplinary",Science Citation Index Expanded (SCI-EXPANDED),Construction & Building Technology; Engineering; Materials Science,PI0MB,,,,,12/21/22,WOS:000600793700044,View Full Record in Web of Science
C,"Azinheira, G; Segurado, R; Costa, M",,"Ferreira, P; Soares, I",,"Azinheira, Gil; Segurado, Raquel; Costa, Mario",,,"IS RES POWERED DESALINATION A VIABLE SOLUTION FOR WATER STRESSED REGIONS? A CASE STUDY IN ALGARVE, PORTUGAL",PROCEEDINGS OF THE 4TH INTERNATIONAL CONFERENCE ON ENERGY & ENVIRONMENT (ICEE 2019): BRINGING TOGETHER ENGINEERING AND ECONOMICS,ICEE International Conference on Energy & Environment,,English,Proceedings Paper,4th International Conference on Energy and Environment - Bringing together Engineering and Economics (ICEE),"MAY 16-17, 2019","Guimaraes, PORTUGAL","Univ Minho, Sch Engn,Univ Porto, Sch Econ & Management,UP, Ctr Econ & Finance,CentroAlgoritmi",,Seawater desalination; Renewable energy sources; Water-energy nexus,RENEWABLE ENERGY-SOURCES,"With a severe seasonal concentration of precipitation, unevenly distributed water resources and frequent droughts and floods, the water supply in Portugal is under stress, and the problem is expected to increase with climate change. This paper aims to assess if the introduction of renewable energy sources (RES) powered seawater desalination in mainland Portugal could allow for the flexibility needed to guarantee water security through a viable model. The Algarve region was chosen as a case study because it is particularly water stressed and subject to highly varying demographics depending on the season. Two scenarios are considered: either one large plant supplies the whole region (centralized) or two smaller ones supply their respective sub-regions (decentralized). Taking the region's potable water seasonal average demand, hourly RES production and electricity consumption profiles, a cost analysis (benchmarked by the state of the art of desalination plants) is performed in order to obtain an estimation for the produced levelised cost of water (LCOW). The resulting 0.83 75 (sic)/m(3) of desalinated water, obtained for the decentralized solution, fits within the industry standard rate although being 85.9% higher than the conventional water supply production cost. The optimization of the operational scheduling will be crucial to reduce the LCOW to a market competitive value.","[Azinheira, Gil; Segurado, Raquel; Costa, Mario] Univ Lisbon, Inst Super Tecn, Mech Engn Dept, IDMEC, Lisbon, Portugal",Universidade de Lisboa; Instituto Superior Tecnico,"Segurado, R (corresponding author), Inst Super Tecn, Ave Rovisco Pais, P-1049001 Lisbon, Portugal.",raquelsegurado@tecnico.ulisboa.pt,"Segurado, Raquel/I-6220-2019; Costa, Mário/G-5329-2010","Segurado, Raquel/0000-0002-4969-4125; Costa, Mário/0000-0002-3118-2762","Fundacao para a Ciencia e a Tecnologia (FCT), through IDMEC, under LAETA [UID/EMS/50022/2013]","Fundacao para a Ciencia e a Tecnologia (FCT), through IDMEC, under LAETA","This work was supported by Fundacao para a Ciencia e a Tecnologia (FCT), through IDMEC, under LAETA, project UID/EMS/50022/2013.",,10,0,0,0,1,UNIV MINHO,GUIMARAES,"CAMPUS AZUREM, GUIMARAES, 4800-058, PORTUGAL",2183-3982,,978-989-97050-9-8,ICEE INT C ENERG,,,2019,,,,,31,36,,,,,,6,Green & Sustainable Science & Technology; Energy & Fuels; Environmental Sciences; Environmental Studies,Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science &amp; Humanities (CPCI-SSH),Science & Technology - Other Topics; Energy & Fuels; Environmental Sciences & Ecology,BO0YA,,,,,12/21/22,WOS:000493896300004,View Full Record in Web of Science
J,"Carter, R",,,,"Carter, Richard",,,Waves to Waveforms: Performing the Thresholds of Sensors and Sense-Making in the Anthropocene,ARTS,,,English,Article,,,,,,sensors; drones; data; visualisation; computer generated text; anthropocene; machine vision; nonhuman agency; environment; poetry,,"This paper details the technical and conceptual background for the developing art project Waveform. This project is a creative-critical meditation on the role of digital sensors in monitoring and representing environmental change. It explores the origins and functioning of the global sensory architectures used to detect and assess these changes, deconstructing the connotations of omniscience, abstraction, and control associated with the top-down', data-driven mappings they generate. In so doing, Waveform enacts a speculative instance of how digital sensors can highlight the ambiguities and tensions of life in an increasingly damaged ecology. This experimental aspect involves capturing images of coastal shorelines using an airborne camera drone, and then analysing these using software that maps the outlines of incoming waves. The resulting data is then processed by software that generates text resembling free-verse poetry. These steps are not autonomous, and are subject to human intervention at each stage, with the generated poems being curated so as to engage themes concerning coast, a changing climate, and scientific knowledge-making. The outcome is an assemblage of artefacts, processes, and representations that can suggest alternative narratives of sensing and sense-making, so as to better apprehend the complexities of the present moment.","[Carter, Richard] Univ Roehampton, Southlands Coll, Dept Media Culture & Language, London SW15 5SL, England",Roehampton University,"Carter, R (corresponding author), Univ Roehampton, Southlands Coll, Dept Media Culture & Language, London SW15 5SL, England.",richard.carter@roehampton.ac.uk,,"Carter, Richard/0000-0002-2024-2491",,,,,18,1,1,0,1,MDPI,BASEL,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,2076-0752,,ARTS,Arts,DEC,2018,4,,,,,,70,10.3390/arts7040070,http://dx.doi.org/10.3390/arts7040070,,,15,"Humanities, Multidisciplinary",Emerging Sources Citation Index (ESCI),Arts & Humanities - Other Topics,HG5ZO,,"Green Submitted, gold, Green Published",,,12/21/22,WOS:000455061000020,View Full Record in Web of Science
J,"Pegalajar-Jurado, A; Borg, M; Bredmose, H",,,,"Pegalajar-Jurado, Antonio; Borg, Michael; Bredmose, Henrik",,,An efficient frequency-domain model for quick load analysis of floating offshore wind turbines,WIND ENERGY SCIENCE,,,English,Article,,,,,,,,"A model for Quick Load Analysis of Floating wind turbines (QuLAF) is presented and validated here. The model is a linear, frequency-domain, efficient tool with four planar degrees of freedom: floater surge, heave, pitch and first tower modal deflection. The model relies on state-of-the-art tools from which hydrodynamic, aerodynamic and mooring loads are extracted and cascaded into QuLAF. Hydrodynamic and aerodynamic loads are pre-computed in WAMIT and FAST, respectively, while the mooring system is linearized around the equilibrium position for each wind speed using MoorDyn. An approximate approach to viscous hydrodynamic damping is developed, and the aerodynamic damping is extracted from decay tests specific for each degree of freedom. Without any calibration, the model predicts the motions of the system in stochastic wind and waves with good accuracy when compared to FAST. The damage-equivalent bending moment at the tower base is estimated with errors between 0.2 % and 11.3 % for all the load cases considered. The largest errors are associated with the most severe wave climates for wave-only conditions and with turbine operation around rated wind speed for combined wind and waves. The computational speed of the model is between 1300 and 2700 times faster than real time.","[Pegalajar-Jurado, Antonio; Borg, Michael; Bredmose, Henrik] Tech Univ Denmark, Dept Wind Energy, Nils Koppels Alle 403, DK-2800 Lyngby, Denmark",Technical University of Denmark,"Pegalajar-Jurado, A (corresponding author), Tech Univ Denmark, Dept Wind Energy, Nils Koppels Alle 403, DK-2800 Lyngby, Denmark.",ampj@dtu.dk,"Bredmose, Henrik/ABF-3287-2020; Pegalajar-Jurado, Antonio/ABF-4299-2020","Bredmose, Henrik/0000-0001-6961-0753; Pegalajar-Jurado, Antonio/0000-0002-1374-5912",European Union's Horizon 2020 research and innovation programme [640741],European Union's Horizon 2020 research and innovation programme,"This work was carried out as part of the LIFES50+ project (http://www.lifes50plus.eu; last access: 16 February 2018). The research leading to these results has received funding from the European Union's Horizon 2020 research and innovation programme under grant agreement no. 640741. Also, the authors are grateful to Dr.techn. Olav Olsen AS (http://www.olavolsen.no; last access: 24 November 2017) for the permission to use their concept of the OO-Star Wind Floater Semi 10 MW as the case study.",,26,29,29,0,6,COPERNICUS GESELLSCHAFT MBH,GOTTINGEN,"BAHNHOFSALLEE 1E, GOTTINGEN, 37081, GERMANY",2366-7443,2366-7451,,WIND ENERGY SCI,Wind Energy Sci.,16-Oct,2018,2,,,,693,712,,10.5194/wes-3-693-2018,http://dx.doi.org/10.5194/wes-3-693-2018,,,20,Green & Sustainable Science & Technology,Emerging Sources Citation Index (ESCI),Science & Technology - Other Topics,GX3GR,,"Green Submitted, gold",,,12/21/22,WOS:000447610700001,View Full Record in Web of Science
J,"Tapia, JFD; Lee, JY; Ooi, REH; Foo, DCY; Tan, RR",,,,"Tapia, John Frederick D.; Lee, Jui-Yuan; Ooi, Raymond E. H.; Foo, Dominic C. Y.; Tan, Raymond R.",,,"A review of optimization and decision-making models for the planning of CO2 capture, utilization and storage (CCUS) systems",SUSTAINABLE PRODUCTION AND CONSUMPTION,,,English,Review,,,,,,Carbon management; CO2 capture; Utilization and storage (CCUS); Optimization; Decision support; Process systems engineering (PSE),CARBON-DIOXIDE CAPTURE; ENHANCED OIL-RECOVERY; CCS SYSTEMS; CAPACITY ESTIMATION; ENERGY; TIME; SEQUESTRATION; INTEGRATION; TECHNOLOGY; CHALLENGES,"Carbon capture, utilization and storage (CCUS) is considered as one of the key strategies for mitigating climate change. This technology involves CO2 capture from stationary sources, followed by distribution of CO2 to different intermediate utilization and/or final storage options. CO2 capture and utilization (CCU) by itself offers resource conservation benefits by displacing the need for extracted CO2 from natural sources. On the other hand, CO2 capture and storage (CCS) provides CO2 emissions reduction by sequestration of captured CO2 for long-term storage. Combining CCS and CCU can potentially result in valuable symbiosis, but remains debatable due to gaps between the roles of these technologies in energy engineering. Such gaps have resulted in slower commercial deployment of CO2 -capture. Some important issues resulting from these technologies have been addressed in previous studies through process systems engineering (PSE) methodologies, which are able to provide rigorous decision support during CCUS planning. This review paper provides an in-depth discussion of the state-of-the-art of these tools, and also discusses recent developments on integrating CCUS components in large-scale planning. While recent literature in this area reveals the availability of tools for planning and policy-making, further research opportunities are identified through the bibliometric trends that show how CCUS research can develop further.","[Tapia, John Frederick D.; Tan, Raymond R.] De La Salle Univ, Chem Engn Dept, 2401 Taft Ave, Manila 0922, Philippines; [Lee, Jui-Yuan] Natl Taipei Univ Technol, Dept Chem Engn & Biotechnol, 1,Sec 3,Zhongxiao E Rd, Taipei 10608, Taiwan; [Ooi, Raymond E. H.; Foo, Dominic C. Y.] Univ Nottingham, Dept Chem & Environm Engn, Malaysia Campus,Broga Rd, Semenyih 43500, Selangor, Malaysia",De La Salle University; National Taipei University of Technology; University of Nottingham Malaysia,"Tan, RR (corresponding author), De La Salle Univ, Chem Engn Dept, 2401 Taft Ave, Manila 0922, Philippines.",raymond.tan@dlsu.edu.ph,"Foo, Ir Dr Dominic C. Y./O-6335-2019","Foo, Ir Dr Dominic C. Y./0000-0002-8185-255X; Lee, Jui-Yuan/0000-0001-5614-2815; Tapia, John Frederick/0000-0003-1597-1486",Philippine Department of Science and Technology (DOST) through Engineering Research and Development for Technology (ERDT) program; Commission on Higher Education-Philippine Higher Education Research Network (CHED-PHERNet),"Philippine Department of Science and Technology (DOST) through Engineering Research and Development for Technology (ERDT) program(Department of Science & Technology (DOST), Philippines); Commission on Higher Education-Philippine Higher Education Research Network (CHED-PHERNet)(Commission on Higher Education (CHED), Philippines)",J.F.D. Tapia would like to acknowledge the Philippine Department of Science and Technology (DOST) through its Engineering Research and Development for Technology (ERDT) program for financial support for his Ph.D. studies. Partial support of the Commission on Higher Education-Philippine Higher Education Research Network (CHED-PHERNet) is also acknowledged.,,118,108,111,120,399,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",2352-5509,,,SUSTAIN PROD CONSUMP,Sustain. Prod. Consump.,JAN,2018,,,,,1,15,,10.1016/j.spc.2017.10.001,http://dx.doi.org/10.1016/j.spc.2017.10.001,,,15,Green & Sustainable Science & Technology; Environmental Studies,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Science & Technology - Other Topics; Environmental Sciences & Ecology,GT5KT,,,Y,N,12/21/22,WOS:000444547100001,View Full Record in Web of Science
J,"Smith, J; Hinterberger, M; Schneider, C; Koehler, J",,,,"Smith, Joshua; Hinterberger, Michael; Schneider, Christoph; Koehler, Juergen",,,Energy savings and increased electric vehicle range through improved battery thermal management,APPLIED THERMAL ENGINEERING,,,English,Article,,,,,,Lithium-Ion; Thermal management; Electric vehicle; Experimental method,LITHIUM-ION BATTERY; TEMPERATURE-MEASUREMENT; IMPEDANCE,"Lithium-ion cells are temperature sensitive: operation outside the optimal operating range causes premature aging and correspondingly reduces vehicle range and battery system lifetime. In order to meet consumer demands for electric and hybrid-electric vehicle performance, especially in adverse climates, a battery thermal management system (BTMS) is often required. This work presents a novel experimental method for analyzing BTMS using three sample cooling plate concepts. For each concept, the input parameters (ambient temperature, coolant temperature and coolant flow rate) are varied and the resulting effect on the average temperature and temperature distribution across and between cells is compared. Additionally, the pressure loss along the coolant path is utilized as an indicator of energy efficiency. Using the presented methodology, various cooling plate layouts optimized for production alternative techniques are compared to the state of the art. It is shown that these production-optimized cooling plates provide sufficient thermal performance with the additional benefit of mechanical integration within the battery and/or vehicle system. It is also shown that the coolant flow influences battery cell thermal behavior more than the solid material and that pressure drop is more sensitive to geometrical changes in the cooling plate than temperature changes at the module. (C) 2016 Elsevier Ltd. All rights reserved.","[Smith, Joshua; Hinterberger, Michael; Schneider, Christoph] AUDI AG, D-85045 Ingolstadt, Germany; [Koehler, Juergen] Tech Univ Carolo Wilhelmina Braunschweig, Hans Sommer Str 5, D-38106 Braunschweig, Germany",Volkswagen; Audi; Braunschweig University of Technology,"Smith, J (corresponding author), AUDI AG, D-85045 Ingolstadt, Germany.",joshua.smith@audi.de,"hongpeng, lv/AAA-2836-2022",,German Federal Ministry of Education and Research (BMBF) [13N12027],German Federal Ministry of Education and Research (BMBF)(Federal Ministry of Education & Research (BMBF)),This research was funded by the German Federal Ministry of Education and Research (BMBF) (Grant number: 13N12027) within the scope of the project eProduction.,,30,35,36,1,53,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",1359-4311,,,APPL THERM ENG,Appl. Therm. Eng.,25-May,2016,,,,,647,656,,10.1016/j.applthermaleng.2015.12.034,http://dx.doi.org/10.1016/j.applthermaleng.2015.12.034,,,10,"Thermodynamics; Energy & Fuels; Engineering, Mechanical; Mechanics",Science Citation Index Expanded (SCI-EXPANDED),Thermodynamics; Energy & Fuels; Engineering; Mechanics,DR0ZU,,,,,12/21/22,WOS:000379636500063,View Full Record in Web of Science
C,"Lord, SM; Baird, L; Friedman, J; Myers, P; Sgoutas-Emch, S; Camacho, MM",,,IEEE,"Lord, Susan M.; Baird, Lisa; Friedman, Jane; Myers, Perla; Sgoutas-Emch, Sandra; Camacho, Michelle M.",,,Innovative Faculty Cohort Hire at the University of San Diego,"FRONTIERS IN EDUCATION CONFERENCE (FIE), 2015",Frontiers in Education Conference,,English,Proceedings Paper,45th Annual Frontiers in Education Conference (FIE),"OCT 21-24, 2015","El Paso, TX","IEEE Educ Soc,IEEE Comp Soc,ASEE Educ Res & Methods Div,New Mexico State Univ,Univ Texas El Paso,Hewlett Packard,VentureWell,Markkula Ctr Appl Eth,IEEE",,ADVANCE; cohort hire; interdisciplinary; female faculty,,"The University of San Diego (USD)'s NSF ADVANCE grant, AFFIRM (Advancement of Female Faculty: Institutional climate, Recruitment and Mentoring), focuses on addressing issues related to race and gender for faculty in Science, Technology, Engineering, and Mathematics (STEM). Although a majority of undergraduate students majoring in most STEM disciplines at USD are female, there are not nearly that many women faculty. As part of the grant proposal, the AFFIRM team was promised two new faculty positions by the Provost. In Fall 2013, the team met with the Dean of the College of Arts and Sciences and the Dean of the School of Engineering and the idea of hiring a faculty cohort to facilitate mentoring, diversity, and interdisciplinarity emerged and was approved. Over 200 candidates from diverse backgrounds applied. The candidates that came for on-campus interviews were so impressive that the Provost and Deans agreed to additional hiring opportunities, leading to a cohort of eight female faculty in the STEM fields including four women of color. In this work-in-progress, we discuss our innovative cohort hiring process, and share feedback from members of the cohort, and lessons learned. This innovative process could serve as a model for other campuses.","[Lord, Susan M.; Baird, Lisa; Friedman, Jane; Myers, Perla; Sgoutas-Emch, Sandra; Camacho, Michelle M.] Univ San Diego, Elect Engn Biol Math & Comp Sci, Psychol Sci & Sociol, San Diego, CA 92110 USA",University of San Diego,"Lord, SM (corresponding author), Univ San Diego, Elect Engn Biol Math & Comp Sci, Psychol Sci & Sociol, San Diego, CA 92110 USA.",slord@sandiego.edu,,"Lord, Susan/0000-0002-2675-5626",,,,,5,0,0,0,5,IEEE,NEW YORK,"345 E 47TH ST, NEW YORK, NY 10017 USA",0190-5848,,978-1-4799-8454-1,PROC FRONT EDUC CONF,,,2015,,,,,972,975,,,,,,4,"Education, Scientific Disciplines; Engineering, Electrical & Electronic",Conference Proceedings Citation Index - Science (CPCI-S),Education & Educational Research; Engineering,BE4GO,,,,,12/21/22,WOS:000371705200166,View Full Record in Web of Science
J,"Melo, AP; Costola, D; Lamberts, R; Hensen, JLM",,,,"Melo, A. P.; Costola, D.; Lamberts, R.; Hensen, J. L. M.",,,Assessing the accuracy of a simplified building energy simulation model using BESTEST: The case study of Brazilian regulation,ENERGY AND BUILDINGS,,,English,Article,,,,,,Building energy simulation; Simplified model; Regulation; Building envelope; BESTEST,,"This paper reports the use of an internationally recognized validation and diagnostics procedure to test the fidelity of a simplified calculation method. The case study is the simplified model for calculation of energy performance of building envelopes, introduced by the Brazilian regulation for energy efficiency in commercial buildings. The first step of the assessment consisted on evaluating the simplified model results using the BESTEST. This paper presents a straightforward approach to apply the BESTEST in other climates than the original one (Denver, USA). The second step of the assessment consisted on applying the simplified model to evaluate four building typologies, and compare the results with those obtained using a state of the art building energy simulation (BES) program. For some BESTEST cases, the simplified model presented results inside of a confidence interval calculated by the authors. However, the simplified model was found to yield significant difference in the four building typologies analysed. Moreover, in all four building typologies analysed, the simplified model led to a lower energy efficiency label when compared to the label obtained using BES. The paper concludes that the simplified model may require improvements to properly indicate the actual energy performance of commercial building envelopes. (c) 2011 Elsevier B.V. All rights reserved.","[Melo, A. P.; Lamberts, R.] Univ Fed Santa Catarina, Energy Efficiency Bldg Lab, BR-88040900 Florianopolis, SC, Brazil; [Costola, D.; Hensen, J. L. M.] Eindhoven Univ Technol, NL-5600 MB Eindhoven, Netherlands",Universidade Federal de Santa Catarina (UFSC); Eindhoven University of Technology,"Melo, AP (corresponding author), Univ Fed Santa Catarina, Energy Efficiency Bldg Lab, POB 476, BR-88040900 Florianopolis, SC, Brazil.",apaula_melo@labeee.ufsc.br,"Lamberts, Roberto/F-9756-2013; Cóstola, Daniel/C-6639-2013; Melo, Ana Paula/P-7196-2018; Lamberts, Roberto/N-8054-2019; Hensen, Jan LM/J-6100-2013","Lamberts, Roberto/0000-0001-6801-671X; Cóstola, Daniel/0000-0003-3205-3054; Melo, Ana Paula/0000-0002-5600-5447; Hensen, Jan LM/0000-0002-7528-4234; Costola, Daniel/0000-0002-6646-2561",Brazilian Federal Agency for Support and Evaluation of Graduate Indication CAPES [2335/10-7],Brazilian Federal Agency for Support and Evaluation of Graduate Indication CAPES,"This research is supported by The Brazilian Federal Agency for Support and Evaluation of Graduate Indication CAPES, Proc. no 2335/10-7, and has partly been carried out at Eindhoven University of Technology, The Netherlands.",,29,23,24,1,13,ELSEVIER SCIENCE SA,LAUSANNE,"PO BOX 564, 1001 LAUSANNE, SWITZERLAND",0378-7788,,,ENERG BUILDINGS,Energy Build.,FEB,2012,,,,,219,228,,10.1016/j.enbuild.2011.11.007,http://dx.doi.org/10.1016/j.enbuild.2011.11.007,,,10,"Construction & Building Technology; Energy & Fuels; Engineering, Civil",Science Citation Index Expanded (SCI-EXPANDED),Construction & Building Technology; Energy & Fuels; Engineering,900AY,,Green Submitted,,,12/21/22,WOS:000300860200026,View Full Record in Web of Science
