Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Issue,Part Number,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Ambrizzi, T; Reboita, MS; da Rocha, RP; Llopart, M",,,,"Ambrizzi, Tercio; Reboita, Michelle Simoes; da Rocha, Rosmeri Porfirio; Llopart, Marta",,,The state of the art and fundamental aspects of regional climate modeling in South America,ANNALS OF THE NEW YORK ACADEMY OF SCIENCES,,,English,Review,,,,,,climate models; downscaling; South America; international projects; precipitation; air temperature; cyclones,INTERANNUAL VARIABILITY; SUMMER CIRCULATION; DOMAIN CHOICE; PART II; SIMULATION; PRECIPITATION; SENSITIVITY; SYSTEM; REGCM4; CORDEX,"Regional climate models have been used since 1989 in order to improve climate simulation in regions where mesoscale forcings modulate the regional climate. These models are driven by time-dependent lateral boundary conditions from global climate models or reanalysis, and this process is called dynamical downscaling. Here, we review the evolution of regional climate modeling, as well as present the studies developed for South America.","[Ambrizzi, Tercio; da Rocha, Rosmeri Porfirio] Univ Sao Paulo, Dept Ciencias Atmosfer, Rua Matao 1226, BR-05508090 Bairro Butanta, SP, Brazil; [Reboita, Michelle Simoes] Univ Fed Itajuba, Inst Recursos Nat, Itajuba, Brazil; [Llopart, Marta] Univ Estadual Paulista, Dept Fis, Bauru, Brazil; [Llopart, Marta] Ctr Meteorol Bauru IPMet, Bauru, SP, Brazil",Universidade de Sao Paulo; Universidade Federal de Itajuba; Universidade Estadual Paulista,"Ambrizzi, T (corresponding author), Univ Sao Paulo, Dept Ciencias Atmosfer, Rua Matao 1226, BR-05508090 Bairro Butanta, SP, Brazil.",tercio.ambrizzi@iag.usp.br,"da Rocha, Rosmeri P/L-6772-2018; Llopart, Marta/AAP-1093-2020; Ambrizzi, Tercio/A-4636-2008","da Rocha, Rosmeri P/0000-0003-3378-393X; Llopart, Marta/0000-0002-7750-2979; Ambrizzi, Tercio/0000-0001-8796-7326",Conselho Nacional de Desenvolvimento Cientifico e Tecnologico in Brazil (CNPq); Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior (CAPES),Conselho Nacional de Desenvolvimento Cientifico e Tecnologico in Brazil (CNPq)(Conselho Nacional de Desenvolvimento Cientifico e Tecnologico (CNPQ)); Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior (CAPES)(Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior (CAPES)),The authors would like to thank Conselho Nacional de Desenvolvimento Cientifico e Tecnologico in Brazil (CNPq) and Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior (CAPES) for financial support. We also thank the two anonymous reviewers for their interesting comments.,,151,37,38,3,25,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0077-8923,1749-6632,,ANN NY ACAD SCI,Ann. N.Y. Acad. Sci.,JAN,2019,1,,SI,,98,120,,10.1111/nyas.13932,http://dx.doi.org/10.1111/nyas.13932,,,23,Multidisciplinary Sciences,Science Citation Index Expanded (SCI-EXPANDED),Science & Technology - Other Topics,HJ9TZ,30062785,,,,12/21/22,WOS:000457543300006,View Full Record in Web of Science
J,"Guo, Q; Chen, J; Zhang, XC; Shen, MX; Chen, H; Guo, SL",,,,"Guo, Qiang; Chen, Jie; Zhang, Xunchang; Shen, Mingxi; Chen, Hua; Guo, Shenglian",,,A new two-stage multivariate quantile mapping method for bias correcting climate model outputs,CLIMATE DYNAMICS,,,English,Article,,,,,,Bias correction; Inter-variable correlation; Statistical downscaling; Climate change; Global climate model,WEATHER GENERATOR; PRECIPITATION; TEMPERATURE; IMPACT; SIMULATIONS; CMIP5; FRAMEWORK; SHUFFLE; RUNOFF,"Bias correction is an essential technique to correct climate model outputs for local or site-specific climate change impact studies. Most commonly used bias correction methods operate on a single variable, which ignores dependency among multiple variables. The misrepresentation of multivariable dependence may result in biased assessment of climate change impacts. To solve this problem, a new multivariate bias correction method referred to as two-stage quantile mapping (TSQM) is proposed by combining a single-variable bias correction method with a distribution-free shuffle approach. Specifically, a quantile mapping method is used to correct the marginal distribution of single variable and then a distribution-free shuffle approach to introduce proper multivariable correlations. The proposed method is compared with the other four state-of-the-art multivariate bias correction methods for correcting monthly precipitation, and maximum and minimum temperatures simulated by global climate models. The results show that the TSQM method is capable of both bias correcting univariate statistics and inducing proper inter-variable rank correlations. Especially, it outperforms all the other four methods in reproducing inter-variable rank correlations and in simulating mean temperature and potential evaporation for wet and dry months of the validation period. Overall, without complex algorithm and iterations, TSQM is fast, simple and easy to implement, and is proved a competitive bias correction technique to be widely applied in climate change impact studies.","[Guo, Qiang; Chen, Jie; Shen, Mingxi; Chen, Hua; Guo, Shenglian] Wuhan Univ, State Key Lab Water Resources & Hydropower Engn S, Wuhan 430072, Hubei, Peoples R China; [Zhang, Xunchang] USDA ARS, Grazinglands Res Lab, 7207 West Cheyenne St, El Reno, OK 73036 USA",Wuhan University; United States Department of Agriculture (USDA),"Chen, J (corresponding author), Wuhan Univ, State Key Lab Water Resources & Hydropower Engn S, Wuhan 430072, Hubei, Peoples R China.",jiechen@whu.edu.cn,"Shen, Mingxi/ACA-3626-2022; Chen, hua/AAN-1532-2020","Shen, Mingxi/0000-0001-9798-7945; Guo, Qiang/0000-0001-6539-5988; Zhang, John/0000-0002-0082-8436","National Natural Science Foundation of China [51779176, 51539009, 51339004]; Thousand Youth Talents Plan from the Organization Department of CCP Central Committee (Wuhan University, China)","National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Thousand Youth Talents Plan from the Organization Department of CCP Central Committee (Wuhan University, China)","This work was partially supported by the National Natural Science Foundation of China (Grant no. 51779176, 51539009, 51339004) and the Thousand Youth Talents Plan from the Organization Department of CCP Central Committee (Wuhan University, China). The authors would like to thank Dr. Chao Li at the University of Victoria for providing scripts of the JBC method and Dr. Alex Cannon at the Environment and Climate Change Canada (Climate Research Division) for providing scripts of MBCp, MBCr and MBCn methods. The authors would also like to acknowledge the contribution of the Climate Research Unit, the National Meteorological Information Center (China), and the World Climate Research Program Working Group on Coupled Modelling, and to thank the climate modeling groups listed in Table 1 for producing and making their model outputs available.",,53,28,28,6,43,SPRINGER,NEW YORK,"233 SPRING ST, NEW YORK, NY 10013 USA",0930-7575,1432-0894,,CLIM DYNAM,Clim. Dyn.,SEP,2019,6-May,,,,3603,3623,,10.1007/s00382-019-04729-w,http://dx.doi.org/10.1007/s00382-019-04729-w,,,21,Meteorology & Atmospheric Sciences,Science Citation Index Expanded (SCI-EXPANDED),Meteorology & Atmospheric Sciences,IU5KU,,,,,12/21/22,WOS:000483626900065,View Full Record in Web of Science
C,"Bauer, E; Handorf, D",,"Fischer, H; Kumke, T; Lohmann, G; Floser, G; Miller, H; VonStorch, H",,"Bauer, E; Handorf, D",,,Holocene climate variability from model simulations - State of the art,CLIMATE IN HISTORICAL TIMES: TOWARDS A SYNTHESIS OF HOLOCENCE PROXY DATA AND CLIMATE MODELS,GKSS SCHOOL OF ENVIRONMENTAL RESEARCH,,English,Proceedings Paper,KIHZ Meeting 2001,26-Sep-01,"Wilhelmshaven, GERMANY",KIHZ,,,,"Model simulations of the climate variability of the Earth system axe manifold because the number of involved processes and feedback mechanisms is large, the time and space scales associated with these processes range over several orders of magnitude and the complexity of the used climate models differs largely. Model studies for the Holocene focus either on internally generated variability or on externally forced variability. Internal variability is estimated from the hierarchy of climate models in free simulations without external forcing. Long-term simulations indicate that the internal variability on decadal to centennial scales is of major importance in the atmosphere-ocean system. Forced variability is estimated from climate model simulations employing time-varying forcings, e.g., for solar irradiance and volcanism. In simulations with coupled atmosphere-ocean-vegetation models also the bio-geophysical feedback mechanisms appear important. Bio-geophysical mechanisms may either amplify or attenuate the internal variability regionally or even globally. The development of climate models in conjunction with the analysis of paleo data will improve the understanding of the processes responsible for climate variability.","Potsdam Inst Klimafolgenforsch, D-14473 Potsdam, Germany",Potsdam Institut fur Klimafolgenforschung,"Bauer, E (corresponding author), Potsdam Inst Klimafolgenforsch, Telegrafenberg A31, D-14473 Potsdam, Germany.",,,,,,,,0,5,5,0,2,SPRINGER,NEW YORK,"233 SPRING STREET, NEW YORK, NY 10013, UNITED STATES",1437-028X,,3-540-20601-9,GKSS SCH ENVIRONM,,,2004,,,,,57,75,,,,,,19,"Environmental Sciences; Geosciences, Multidisciplinary; Paleontology",Conference Proceedings Citation Index - Science (CPCI-S),Environmental Sciences & Ecology; Geology; Paleontology,BAF62,,,,,12/21/22,WOS:000222026200004,View Full Record in Web of Science
J,"Lazzarotto, P; Calanca, P; Semenov, M; Fuhrer, J",,,,"Lazzarotto, Patrick; Calanca, Pierluigi; Semenov, Mikhail; Fuhrer, Juerg",,,Transient responses to increasing CO2 and climate change in an unfertilized grass-clover sward,CLIMATE RESEARCH,,,English,Article,,,,,,Climate change; Elevated CO2; Grassland productivity; Biological N-2 fixation; Grass-clover interactions; Transient responses,TRIFOLIUM-REPENS L; ELEVATED CO2; PRODUCTION STABILITY; PLANT-RESPONSE; N-2 FIXATION; CARBON; SOIL; MODEL; NITROGEN; GROWTH,"Mechanisms controlling transient responses to elevated CO2 concentration and climate change in an unfertilized grassland on the Swiss Plateau were examined in light of simulations with PROGRASS, a process-based model of grass-clover interactions. Daily weather for a series of transient climate scenarios spanning the 21st century were developed for the study site with the help of the LARS-WG weather generator. Changes in the length of dry and wet spells, temperature, precipitation and solar radiation defining the scenarios were obtained from regional climate simulations carried out in the framework of the PRUDENCE project. Compared to 1961-1990, the latter indicated that for 2071-2100 there would be a noticeable increase in temperature (roughly 3 degrees C in winter and 5 degrees C in summer), a significant drop in summer precipitation (of the order of -30%) and a nearly 2-fold increase in the length of dry spells. Assuming that clover is less drought-tolerant than grass, we examined whether clover abundance would decrease as a consequence of increasing heat and water stress, or be promoted on account of CO2 stimulation. Results indicated that: (1) at our site, climate change alone did not curtail biological N-2 fixation to the point as to alter the composition of the sward but nevertheless entailed a decrease in grassland productivity; (2) increasing CO2 clearly promoted clover growth (via feedbacks on nitrogen acquisition) and grassland productivity; and (3) even with CO2 stimulation, the additional N input from symbiotic N-2 fixation was not sufficient to substantially improve the mineral N status of the system and promote grass competitiveness.","[Lazzarotto, Patrick; Calanca, Pierluigi; Fuhrer, Juerg] Air Pollut Climate Grp, Agroscope Reckenholz Tanikon Res Stn ART, CH-8046 Zurich, Switzerland; [Semenov, Mikhail] Ctr Math & Computat Biol, Harpenden AL5 2JQ, Herts, England",Swiss Federal Research Station Agroscope; Swiss Federal Research Station for Agroecology & Agriculture,"Calanca, P (corresponding author), Air Pollut Climate Grp, Agroscope Reckenholz Tanikon Res Stn ART, Reckenholzstr 191, CH-8046 Zurich, Switzerland.",pierluigi.calanca@art.admin.ch,"Semenov, Mikhail/HCI-8667-2022","Semenov, Mikhail/0000-0002-1561-7113","National Centre of Competence in Research on Climate (NCCR Climate); EU [017841-2, EVK2-CT2001-00132]; Biotechnology and Biological Sciences Research Council (BBSRC) of the United Kingdom",National Centre of Competence in Research on Climate (NCCR Climate)(Swiss National Science Foundation (SNSF)); EU(European Commission); Biotechnology and Biological Sciences Research Council (BBSRC) of the United Kingdom(UK Research & Innovation (UKRI)Biotechnology and Biological Sciences Research Council (BBSRC)),The authors wish to acknowledge the financial support of the National Centre of Competence in Research on Climate (NCCR Climate) and the EU project Nitro Europe IP (contract no. 017841-2). We are also grateful to the Swiss Federal Office of Meteorology and Climatology for granting access to its database. Regional climate simulations with CHRM were obtained from the data archive of the PRUDENCE project (funded by the EU through contract no. EVK2-CT2001-00132). Rothamsted Research receives grant-aided support from the Biotechnology and Biological Sciences Research Council (BBSRC) of the United Kingdom. Comments by 4 anonymous reviewers helped to substantially improve the manuscript.,,55,29,29,0,15,INTER-RESEARCH,OLDENDORF LUHE,"NORDBUNTE 23, D-21385 OLDENDORF LUHE, GERMANY",0936-577X,1616-1572,,CLIM RES,Clim. Res.,,2010,3,,,,221,232,,10.3354/cr00847,http://dx.doi.org/10.3354/cr00847,,,12,Environmental Sciences; Meteorology & Atmospheric Sciences,Science Citation Index Expanded (SCI-EXPANDED),Environmental Sciences & Ecology; Meteorology & Atmospheric Sciences,600YC,,Bronze,,,12/21/22,WOS:000278023800004,View Full Record in Web of Science
J,"Hemment, D; Buontempo, C; Dennen, A",,,,"Hemment, Drew; Buontempo, Carlo; Dennen, Alfie",,,CLIMATE BUBBLES: GAMES TO MONITOR URBAN CLIMATE,LEONARDO,,,English,Article,,,,,,Mass Participation; Locative Media; Climate; FutureEverything,,"Climate Bubbles was a playful, participatory mass observation project on local climate. Bubble blowing games were devised to enable people across the city of Manchester to test air flow circulation and, by sharing the results online, enabled the Met Office to create a snapshot of the effect the Urban Heat Island has on wind.","[Hemment, Drew] Univ Lancaster, Lancaster LA1 4YW, England; [Buontempo, Carlo] Met Off Hadley Ctr, Exeter, Devon, England; [Dennen, Alfie] Art Publ, London, England",Lancaster University; Met Office - UK; Hadley Centre,"Hemment, D (corresponding author), Univ Lancaster, Lancaster LA1 4YW, England.",d.hemment@lancaster.ac.uk; carlo.buontempo@metoffice.gov.uk; alfie@moblog.co.uk,"Buontempo, Carlo/GLQ-7538-2022; Buontempo, Carlo/J-4764-2012; Buontempo, Carlo/B-8961-2017","Buontempo, Carlo/0000-0002-1874-5380; Buontempo, Carlo/0000-0002-1874-5380; Buontempo, Carlo/0000-0002-1874-5380",,,,,4,0,0,2,5,MIT PRESS,CAMBRIDGE,"55 HAYWARD STREET, CAMBRIDGE, MA 02142 USA",0024-094X,,,LEONARDO,Leonardo,,2011,1,,,,64,65,,10.1162/LEON_a_00097,http://dx.doi.org/10.1162/LEON_a_00097,,,2,Art,Arts &amp; Humanities Citation Index (A&amp;HCI),Art,715FB,,,,,12/21/22,WOS:000286864900010,View Full Record in Web of Science
J,"Hess, DJ; Collins, BM",,,,"Hess, David J.; Collins, Brandi M.",,,Climate change and higher education: Assessing factors that affect curriculum requirements,JOURNAL OF CLEANER PRODUCTION,,,English,Article,,,,,,Core curriculum; Sustainability; Higher education; Climate change; Climate science; Climate denialism,SUSTAINABLE DEVELOPMENT; PERCEPTIONS; INTEGRATION; STUDENTS; VIEWS,"Pervasive misinformation about climate change might be reduced if colleges were to include the topic within general education curriculum. This paper analyzes the general education (or core) curriculum in the top 100 universities and liberal-arts colleges in the U.S. to assess the proportion of core courses that highlight climate change or climate science. The probability that a student takes at least one climate change course via the core curriculum is estimated at 0.17 across all schools. The probability is higher at research universities than at liberal arts colleges, in core programs that have more science and social science courses, and at public universities in states with a Democrat-controlled legislature than in states with a Republican-controlled or split legislature. Drawing on cases of best practices in the U.S. identified from the data set, the authors discuss strategies that could ensure a higher likelihood that the core curriculum includes education on climate science and climate change. The study advances the broader research literature on sustainability in higher education programs by bringing it into conversation with research on the college core curriculum and by focusing both on the specific issue of climate-change education. (C) 2017 Elsevier Ltd. All rights reserved.","[Hess, David J.; Collins, Brandi M.] Vanderbilt Univ, Dept Sociol, PMB 351811, Nashville, TN 37235 USA",Vanderbilt University,"Hess, DJ (corresponding author), Vanderbilt Univ, Dept Sociol, PMB 351811, Nashville, TN 37235 USA.",david.j.hess@vanderbilt.edu; Brandi.m.collins@vanderbilt.edu,,"Hess, David/0000-0001-8117-0260; Collins, Brandi/0000-0001-6907-1358",,,,,43,36,39,3,51,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0959-6526,1879-1786,,J CLEAN PROD,J. Clean Prod.,1-Jan,2018,,,,,1451,1458,,10.1016/j.jclepro.2017.09.215,http://dx.doi.org/10.1016/j.jclepro.2017.09.215,,,8,"Green & Sustainable Science & Technology; Engineering, Environmental; Environmental Sciences",Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Science & Technology - Other Topics; Engineering; Environmental Sciences & Ecology,FM3BM,,,,,12/21/22,WOS:000414879300128,View Full Record in Web of Science
J,"Jaramillo, P; Nazemi, A",,,,"Jaramillo, Pablo; Nazemi, Ali",,,Assessing urban water security under changing climate: Challenges and ways forward,SUSTAINABLE CITIES AND SOCIETY,,,English,Article,,,,,,"Urban water security; Climate change impact assessment; Downscaled climate simulations; Spatiotemporal climate variability and change; Modeling uncertainty; Montreal, Quebec",EXTREME-VALUE DISTRIBUTION; EARTH SYSTEM MODELS; RESOURCE MANAGEMENT; CHANGE IMPACTS; METROPOLITAN-AREA; DEMAND; VULNERABILITY; URBANIZATION; ANTHROPOCENE; TEMPERATURE,"Climate change has altered the elements of water availability, water demand and climate extremes in time and space. Such changes have various implications on water security, particularly in urban regions that are highly concentrated with human population and socio-economic activities. Assessing the climate change impacts on water security is often based on using the projections from an ensemble of climate models which are further downscaled into finer spatial resolutions. The availability of downscaled climate simulations has resulted in the optimism that future climate change threats to urban water security could now be quantified at the scale of individual cities; however, is this really the case? To showcase some of the challenges in the direct application of downscaled climate projections for impact assessment, here we explore the reliability of a state-of-the-art ensemble of downscaled climate simulations in the city of Montreal, Canada. We show that spatial variability in long-term climate over Montreal is misrepresented by downscaled climate projections. In addition, uncertainty in future projections as a result of climate models and/or concentration pathways can pose extra challenges in application of the downscaled projection in real-world design and operational contexts. Based on the currently available literature, we suggest few directions to handle current modeling uncertainties until improved climate modeling technology becomes available.","[Jaramillo, Pablo; Nazemi, Ali] Concordia Univ, Dept Bldg Civil & Environm Engn, Montreal, PQ, Canada",Concordia University - Canada,"Nazemi, A (corresponding author), Concordia Univ, Dept Bldg Civil & Environm Engn, Montreal, PQ, Canada.",ali.nazemi@concordia.ca,,,Concordia University through Startup and Strategic Hire Funds; Graduate Students' Scholarship Program,Concordia University through Startup and Strategic Hire Funds; Graduate Students' Scholarship Program,"Downscaled climate scenarios used were from the NASA Earth Exchange Global Daily Downscaled Projections (NEX-GDDP) dataset, prepared by the Climate Analytics Group and NASA Ames Research Center using the NASA Earth Exchange, and distributed by the NASA Center for Climate Simulation (NCCS) - see https://cds.nccs.nasa.gov/nex-gddp/. Historical climate in Canada can be accessed through Environment and Climate Change Canada's Historical Climate Archive at http://climate.weather.gc.ca/historical_data/search_historic_data_e.html. We are grateful to the extremely constructive comments provided by three anonymous reviewers, which helped us to significantly improve the quality of our initial submission. Financial support for this study is provided by the Concordia University through Startup and Strategic Hire Funds as well as Graduate Students' Scholarship Program.",,106,36,38,11,44,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",2210-6707,2210-6715,,SUSTAIN CITIES SOC,Sust. Cities Soc.,AUG,2018,,,,,907,918,,10.1016/j.scs.2017.04.005,http://dx.doi.org/10.1016/j.scs.2017.04.005,,,12,Construction & Building Technology; Green & Sustainable Science & Technology; Energy & Fuels,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Construction & Building Technology; Science & Technology - Other Topics; Energy & Fuels,GN5FF,,,,,12/21/22,WOS:000439074000080,View Full Record in Web of Science
J,"Luke, TW",,,,"Luke, Timothy W.",,,The climate change imaginary,CURRENT SOCIOLOGY,,,English,Article,,,,,,Climate change; environment; symbolism; visual politics,,"Climate change is represented as an increasingly conventionalized cluster of signs, symbols, and stories. This symbolic formation typically is cast in various graphic and tabular presentations of how greenhouse gases are disrupting Nature and its environments. The essentially contested quality of this imaginary, and its conflicting characteristics, force one to re-examine how mediated, constructed, and rhetorical these depictions are. Such aesthetic constructs are a risky art in which climate change images can circulate as illusion, ideology, and invention as well as factual and functional scientific findings. Rather than being simple presentations of Nature as such, these efforts are often complex representations of social forces with political agendas. Presentations of these imaginaries as well as reactions to them leave one pondering how the images serve many purposes: to discredit or validate the still emerging sciences for modeling, monitoring, and managing climate change; to legitimize or forestall ongoing debates about climate change and its causes; or to aestheticize or paralyze thinking about global warming as the sheer immensity, root uncertainty, and clear complexity of taking any action grip both the elites and publics.","[Luke, Timothy W.] Virginia Polytech Inst & State Univ, Dept Polit Sci, Blacksburg, VA 24061 USA; [Luke, Timothy W.] Virginia Polytech Inst & State Univ, Program Govt & Int Affairs, Blacksburg, VA 24061 USA; [Luke, Timothy W.] Virginia Polytech Inst & State Univ, Interdisciplinary Alliance Social Polit Eth & Cul, Blacksburg, VA 24061 USA",Virginia Polytechnic Institute & State University; Virginia Polytechnic Institute & State University; Virginia Polytechnic Institute & State University,"Luke, TW (corresponding author), Virginia Polytech Inst & State Univ, Dept Polit Sci, Blacksburg, VA 24061 USA.",twluke@vt.edu,,,,,,,28,14,14,2,28,SAGE PUBLICATIONS LTD,LONDON,"1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND",0011-3921,1461-7064,,CURR SOCIOL,Curr. Sociol.,MAR,2015,2,,SI,,280,296,,10.1177/0011392114556593,http://dx.doi.org/10.1177/0011392114556593,,,17,Sociology,Social Science Citation Index (SSCI),Sociology,CB4VB,,,,,12/21/22,WOS:000349625300011,View Full Record in Web of Science
C,"Manigrasso, M",,,"DEStech Publicat, Inc","Manigrasso, Michele",,,"The World Challenges the Climate: An Overview on Italy, Delays and Mobilization's Need","2016 INTERNATIONAL CONFERENCE ON ENVIRONMENT, CLIMATE CHANGE AND SUSTAINABLE DEVELOPMENT (ECCSD 2016)",,,English,Proceedings Paper,"International Conference on Environment, Climate Change and Sustainable Development (ECCSD)","MAY 28-29, 2016","Beijing, PEOPLES R CHINA",,,Climate change; City; Adaptation,,"Climate change is a global problem that have to be faced globally through mitigation, i.e. the GHG reduction and, locally, through adaptation strategies, since urban areas are the place where biggest impacts are recorded. The alert is serious in Italy: analyzing temperature data can be seen that the Italian peninsula is getting warmer faster than the all planet and all globe mainland. Furthermore, in the last years, extreme events frequency increased due to the hydrogeological vulnerability, wrong urbanistic actions and unauthorized building, which generally characterize the all country. This paper ponders on the European and Italian planning state of art, in climate protection policies terms, and propones a compass with the aim to orientate the ex-novo adaptation strategies' introduction in Italy, which is still a country that finds hard adapting to these uncertain changes.","[Manigrasso, Michele] Univ G DAnnunzio, Dept Architecture, Pescara, Italy",G d'Annunzio University of Chieti-Pescara,"Manigrasso, M (corresponding author), Univ G DAnnunzio, Dept Architecture, Pescara, Italy.",,,,,,,,5,0,0,0,1,"DESTECH PUBLICATIONS, INC",LANCASTER,"439 DUKE STREET, LANCASTER, PA 17602-4967 USA",,,978-1-60595-358-8,,,,2016,,,,,247,251,,,,,,5,"Green & Sustainable Science & Technology; Engineering, Environmental; Environmental Sciences; Environmental Studies",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science &amp; Humanities (CPCI-SSH),Science & Technology - Other Topics; Engineering; Environmental Sciences & Ecology,BG6UK,,,,,12/21/22,WOS:000390844300043,View Full Record in Web of Science
J,"Yasuda, T; Nakajo, S; Kim, S; Mase, H; Mori, N; Horsburgh, K",,,,"Yasuda, Tomohiro; Nakajo, Sota; Kim, SooYoul; Mase, Hajime; Mori, Nobuhito; Horsburgh, Kevin",,,Evaluation of future storm surge risk in East Asia based on state-of-the-art climate change projection,COASTAL ENGINEERING,,,English,Article,,,,,,Climate change; GCM; Tropical cyclone; Storm surge; Extreme value statistics,3RD-GENERATION WAVE MODEL; PARAMETERIZATION SCHEME; TROPICAL CYCLONES; COASTAL REGIONS; VALIDATION; INTENSITY; CLOUDS,"The present study evaluates future storm surge risk due to tropical cyclones (typhoons) in East Asia. A state-of-the-art atmospheric general circulation model (GCM) outputs are employed as the driving force for simulating storm surges associated with the projected changes in climate. The reproducibility of tropical cyclone (TC) characteristics from the GCM in the Northwest Pacific (NWP) is confirmed by comparing with the observed best track data, and future typhoon changes were presented. Storm surge simulation is carried out for East Asia, with the finest nested domain on the Japanese coast. The probability of maximum storm surge heights with specified return periods is determined using extreme value statistics. We show a strong regional dependency on future changes of severe storm surges. (C) 2013 Elsevier B.V. All rights reserved.","[Yasuda, Tomohiro; Mase, Hajime; Mori, Nobuhito] Kyoto Univ, Disaster Prevent Res Inst, Uji, Kyoto 6110011, Japan; [Nakajo, Sota] Kumamoto Univ, Fac Engn, Kumamoto 8608555, Japan; [Kim, SooYoul] Tottori Univ, Grad Sch Engn, Tottori 6808552, Japan; [Horsburgh, Kevin] Natl Oceanog Ctr, Liverpool L3 5DA, Merseyside, England",Kyoto University; Kumamoto University; NERC National Oceanography Centre,"Yasuda, T (corresponding author), Kyoto Univ, Disaster Prevent Res Inst, Uji, Kyoto 6110011, Japan.",,"nakajo, sota/GXG-3460-2022; Mori, Nobuhito/B-8627-2008","Mori, Nobuhito/0000-0001-9082-3235","KAKUSHIN Program; Ministry of Education, Culture, Sports, Science, and Technology (MEXT); JSPS Excellent Young Researcher Overseas Visit Program; Natural Environment Research Council [noc010012] Funding Source: researchfish","KAKUSHIN Program; Ministry of Education, Culture, Sports, Science, and Technology (MEXT)(Ministry of Education, Culture, Sports, Science and Technology, Japan (MEXT)); JSPS Excellent Young Researcher Overseas Visit Program; Natural Environment Research Council(UK Research & Innovation (UKRI)Natural Environment Research Council (NERC))","The present study was conducted under the framework of the Projection of the change in future weather extremes using super-high-resolution atmospheric models, supported by the KAKUSHIN Program and the Kakenhi Grant-in-Aid of the Ministry of Education, Culture, Sports, Science, and Technology (MEXT). The lead author was funded during the study by the JSPS Excellent Young Researcher Overseas Visit Program.",,30,43,46,0,34,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0378-3839,1872-7379,,COAST ENG,Coast. Eng.,JAN,2014,,,,,65,71,,10.1016/j.coastaleng.2013.10.003,http://dx.doi.org/10.1016/j.coastaleng.2013.10.003,,,7,"Engineering, Civil; Engineering, Ocean",Science Citation Index Expanded (SCI-EXPANDED),Engineering,275FX,,,,,12/21/22,WOS:000328662800007,View Full Record in Web of Science
